epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,45.7279,2.22261,0.77539,0.96047,0.69183,0.00333207,0.00333207,0.00333207
2,91.0673,0.92635,0.88613,0.98133,0.35389,0.00633546,0.00633546,0.00633546
3,136.778,0.70748,0.90769,0.98708,0.27486,0.00900886,0.00900886,0.00900886
4,181.579,0.62484,0.93206,0.99038,0.2054,0.008515,0.008515,0.008515
5,225.647,0.54578,0.94019,0.99152,0.17738,0.00802,0.00802,0.00802
