epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,66.6009,1.49181,3.22085,1.11369,0.005,0.84585,0.34637,0.25013,1.08531,3.57408,0.87751,0.00064,0.00064,0.00064
2,102.719,1.1211,1.4387,0.9328,0.00217,0.50593,0.02906,0.02249,1.02581,3.83704,0.93539,0.0012571,0.0012571,0.0012571
3,132.063,1.10544,1.14128,0.94777,0.85634,0.64822,0.81378,0.50243,1.24905,1.82247,0.98441,0.00183064,0.00183064,0.00183064
4,158.436,1.13024,0.95574,0.96602,0.90085,0.86186,0.90799,0.61803,1.0779,0.86931,0.92936,0.001802,0.001802,0.001802
5,184.238,1.05466,0.80675,0.94171,0.91772,0.72727,0.82783,0.55194,1.39655,1.85166,0.9837,0.001736,0.001736,0.001736
6,211.114,1.02853,0.75787,0.93791,0.89514,0.78261,0.82656,0.58444,1.12663,0.78322,0.92014,0.00167,0.00167,0.00167
7,238.799,0.95686,0.65499,0.92011,0.94491,0.9249,0.97356,0.70554,0.87774,0.67072,0.86029,0.001604,0.001604,0.001604
8,264.191,0.94549,0.6334,0.91165,0.9381,0.89848,0.95677,0.74624,0.77845,0.53699,0.84427,0.001538,0.001538,0.001538
9,290.817,0.89641,0.59607,0.8909,0.93678,0.94071,0.97344,0.7673,0.83346,0.52292,0.84578,0.001472,0.001472,0.001472
10,319.187,0.87835,0.57696,0.89264,0.94781,0.93314,0.97017,0.75593,0.74002,0.62764,0.84687,0.001406,0.001406,0.001406
11,344.246,0.87005,0.56842,0.88447,0.96333,0.93461,0.96877,0.75197,0.78097,0.48468,0.83344,0.00134,0.00134,0.00134
12,371.48,0.85485,0.55863,0.87994,0.967,0.92647,0.97287,0.7673,0.70119,0.51445,0.83757,0.001274,0.001274,0.001274
13,396.483,0.81977,0.52706,0.88053,0.96725,0.93385,0.97384,0.77703,0.63615,0.48453,0.81903,0.001208,0.001208,0.001208
14,423.813,0.81019,0.51903,0.87386,0.95423,0.917,0.96838,0.72138,0.92847,0.50289,0.83875,0.001142,0.001142,0.001142
15,450.189,0.7936,0.50076,0.87401,0.98726,0.91912,0.97945,0.80021,0.75552,0.42452,0.82186,0.001076,0.001076,0.001076
16,476.198,0.78341,0.49677,0.87507,0.95726,0.92885,0.97006,0.78667,0.84883,0.44475,0.84045,0.00101,0.00101,0.00101
17,502.35,0.77171,0.48679,0.86969,0.97531,0.94466,0.97788,0.80778,0.763,0.44124,0.83642,0.000944,0.000944,0.000944
18,528.736,0.75006,0.46543,0.86457,0.98854,0.90909,0.97478,0.82801,0.62025,0.39788,0.81016,0.000878,0.000878,0.000878
19,555.416,0.71582,0.44778,0.85204,0.96705,0.95652,0.98787,0.79254,0.62254,0.42569,0.81073,0.000812,0.000812,0.000812
20,582.216,0.70452,0.44459,0.85412,0.96267,0.95257,0.98394,0.8408,0.61064,0.37631,0.80266,0.000746,0.000746,0.000746
21,620.772,0.66732,0.42367,0.84657,0.97523,0.93383,0.98229,0.82642,0.66177,0.4447,0.81404,0.00068,0.00068,0.00068
22,648.679,0.67746,0.42403,0.84812,0.97819,0.94466,0.98347,0.80595,0.75641,0.41835,0.82243,0.000614,0.000614,0.000614
23,674.614,0.67643,0.41576,0.85094,0.96716,0.96047,0.99153,0.81615,0.7797,0.38187,0.83319,0.000548,0.000548,0.000548
24,703.852,0.64564,0.40781,0.83698,0.97181,0.95257,0.97698,0.8349,0.65324,0.41245,0.80225,0.000482,0.000482,0.000482
25,731.884,0.62792,0.38918,0.8312,0.97947,0.94265,0.98675,0.83216,0.86989,0.41578,0.8153,0.000416,0.000416,0.000416
26,758.839,0.61474,0.37461,0.82926,0.96298,0.96047,0.9847,0.85315,0.58928,0.36006,0.79297,0.00035,0.00035,0.00035
27,784.98,0.59728,0.36684,0.81726,0.97423,0.97233,0.99119,0.85475,0.54543,0.34629,0.78782,0.000284,0.000284,0.000284
28,811.376,0.59194,0.35887,0.82417,0.97469,0.97628,0.99197,0.86044,0.584,0.33732,0.79183,0.000218,0.000218,0.000218
29,839.311,0.56753,0.34665,0.82348,0.97248,0.97768,0.99307,0.85897,0.51078,0.33888,0.78781,0.000152,0.000152,0.000152
30,864.351,0.55828,0.33823,0.82588,0.97941,0.98024,0.99335,0.86395,0.55043,0.33754,0.78647,8.6e-05,8.6e-05,8.6e-05
