epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,305.962,1.37796,1.90916,1.36475,0.88701,0.81785,0.8835,0.47888,1.5463,0.99166,1.42413,0.000666354,0.000666354,0.000666354
2,605.057,1.35622,0.92084,1.3478,0.90306,0.84893,0.9141,0.50788,1.53293,0.80776,1.42622,0.00128903,0.00128903,0.00128903
3,900.21,1.33667,0.87523,1.33783,0.92082,0.88035,0.92753,0.53137,1.50548,0.73644,1.38379,0.00186771,0.00186771,0.00186771
4,1194.85,1.30382,0.82048,1.31749,0.93184,0.87934,0.93399,0.52708,1.53297,0.69607,1.39021,0.001802,0.001802,0.001802
5,1489.19,1.28114,0.77849,1.30443,0.92877,0.89653,0.94527,0.56567,1.42891,0.6526,1.32781,0.001736,0.001736,0.001736
6,1783.91,1.25812,0.75072,1.28726,0.94341,0.8983,0.94775,0.55924,1.43998,0.63589,1.33341,0.00167,0.00167,0.00167
7,2078.41,1.24703,0.72512,1.27972,0.93256,0.89851,0.94794,0.58226,1.36927,0.63094,1.2867,0.001604,0.001604,0.001604
8,2372.89,1.23279,0.69689,1.26784,0.942,0.902,0.95198,0.58468,1.36968,0.59576,1.2977,0.001538,0.001538,0.001538
9,2667.6,1.22036,0.68314,1.26382,0.93913,0.90782,0.95284,0.59331,1.36023,0.57669,1.28854,0.001472,0.001472,0.001472
