epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.6205,2.07754,3.30368,1.39731,0,0,0,0,nan,nan,nan,0.0032,0.0032,0.0712
2,32.5271,1.69983,1.30634,1.23896,0,0,0,0,nan,nan,nan,0.00651177,0.00651177,0.0411784
3,46.5765,1.50079,1.13081,1.15978,0.00024,0.06087,8e-05,1e-05,nan,nan,nan,0.00980155,0.00980155,0.0111349
4,59.0135,1.41747,1.00289,1.12368,0.60577,0.38261,0.44305,0.2243,1.99498,3.04852,2.0919,0.009901,0.009901,0.009901
5,75.0279,1.3187,0.94711,1.10465,0.87304,0.26957,0.35436,0.2112,1.75187,19.4609,1.6083,0.009868,0.009868,0.009868
6,91.3515,1.38839,0.93783,1.09834,0.75208,0.84348,0.84055,0.53708,1.38706,4.9491,1.21885,0.009835,0.009835,0.009835
7,104.426,1.28595,0.87845,1.05663,0.66532,0.68696,0.69219,0.37195,1.63726,3.03167,1.23732,0.009802,0.009802,0.009802
8,116.769,1.21064,0.8219,1.03786,0.98842,0.85217,0.93627,0.63931,1.18933,0.91048,1.14659,0.009769,0.009769,0.009769
9,128.952,1.19682,0.81527,1.05668,0.94027,0.82132,0.91325,0.62258,1.23324,1.29953,1.14485,0.009736,0.009736,0.009736
10,141.32,1.20778,0.82858,1.05779,0.97598,0.86957,0.92424,0.65667,1.12096,1.56401,1.08375,0.009703,0.009703,0.009703
11,153.687,1.08223,0.73587,1.00661,0.90341,0.81329,0.88576,0.6442,1.13708,1.99332,1.07871,0.00967,0.00967,0.00967
12,165.888,1.09155,0.72554,1.00905,0.94158,0.83478,0.90943,0.65455,1.09256,1.67629,1.09205,0.009637,0.009637,0.009637
13,178.326,1.08575,0.70766,0.98295,0.9551,0.77391,0.80615,0.55964,nan,nan,nan,0.009604,0.009604,0.009604
14,190.821,1.07993,0.7073,0.98697,0.93671,0.85217,0.93097,0.60773,1.36034,1.51859,1.18342,0.009571,0.009571,0.009571
15,203.082,1.1081,0.7043,0.98278,0.91085,0.88696,0.94607,0.68862,1.06403,0.78052,1.07129,0.009538,0.009538,0.009538
16,215.272,1.03633,0.67674,0.97335,0.94527,0.90113,0.93897,0.70236,1.04366,1.00365,1.06876,0.009505,0.009505,0.009505
17,227.658,1.00143,0.67017,0.9507,0.98693,0.90435,0.96475,0.72326,0.98881,0.98393,1.02204,0.009472,0.009472,0.009472
18,239.589,1.0025,0.64647,0.96485,0.98918,0.79514,0.87388,0.66865,1.02075,1.04035,1.03062,0.009439,0.009439,0.009439
19,251.712,0.98869,0.64231,0.95464,0.95284,0.87842,0.94356,0.68211,1.12954,0.82845,1.09791,0.009406,0.009406,0.009406
20,263.756,0.94127,0.61182,0.96167,0.97264,0.92725,0.95557,0.75008,0.90046,0.74951,1.00625,0.009373,0.009373,0.009373
21,276.424,0.95148,0.62674,0.9418,0.95737,0.93913,0.96624,0.71325,0.95917,1.17948,0.98011,0.00934,0.00934,0.00934
22,288.695,0.95269,0.63827,0.95018,0.95165,0.93913,0.98407,0.75197,0.88503,0.70482,0.96373,0.009307,0.009307,0.009307
23,301.562,0.94299,0.59848,0.93459,0.96773,0.89565,0.92799,0.72685,0.88444,0.71644,0.97043,0.009274,0.009274,0.009274
24,314.056,0.93827,0.59511,0.93648,0.94907,0.92174,0.97236,0.74164,0.91659,0.69197,0.98886,0.009241,0.009241,0.009241
25,326.336,0.93242,0.60843,0.94046,0.98073,0.88503,0.93589,0.69089,0.98928,0.78503,0.98732,0.009208,0.009208,0.009208
26,338.915,0.91764,0.59766,0.94538,0.92534,0.94783,0.98027,0.76598,0.84978,0.57556,0.95617,0.009175,0.009175,0.009175
27,351.196,0.94838,0.60728,0.94169,0.98681,0.91304,0.98274,0.72077,0.98749,0.72153,0.97594,0.009142,0.009142,0.009142
28,363.939,0.91762,0.60037,0.93132,0.99564,0.94783,0.99087,0.76422,0.88486,0.55647,0.97256,0.009109,0.009109,0.009109
29,376.319,0.88013,0.56871,0.91576,0.99056,0.91217,0.95812,0.67187,1.13404,0.74157,1.03964,0.009076,0.009076,0.009076
30,388.359,0.88359,0.56888,0.89544,0.98746,0.96522,0.98551,0.78332,0.83093,0.53414,0.91152,0.009043,0.009043,0.009043
